Introduction/Consent,Q-PartyAffiliation,Q-PartyAffiliation_4_TEXT,Q-PolarAffiliation,Q-MiddleAffiliation,Q-DemThreat,Q-FeelingTherm_1,Q-FeelingTherm_2,Q-AffPolarization,Event1_Prob_Pre_1,Event2_Prob_Pre_1,Event3_Prob_Pre_1,Event4_Prob_Pre_1,Attention Check_1,Prior_awareness,Prior_participation,redistrict_c_time _First Click,redistrict_c_time _Last Click,redistrict_c_time _Page Submit,redistrict_c_time _Click Count,redistrict_t_time_First Click,redistrict_t_time_Last Click,redistrict_t_time_Page Submit,redistrict_t_time_Click Count,rallies_c_time_First Click,rallies_c_time_Last Click,rallies_c_time_Page Submit,rallies_c_time_Click Count,rallies_t_time_First Click,rallies_t_time_Last Click,rallies_t_time_Page Submit,rallies_t_time_Click Count,investigate_t_time_First Click,investigate_t_time_Last Click,investigate_t_time_Page Submit,investigate_t_time_Click Count,media_c_time_First Click,media_c_time_Last Click,media_c_time_Page Submit,media_c_time_Click Count,media_t_time_First Click,media_t_time_Last Click,media_t_time_Page Submit,media_t_time_Click Count,courts_c_time_First Click,courts_c_time_Last Click,courts_c_time_Page Submit,courts_c_time_Click Count,courts_t_time_First Click,courts_t_time_Last Click,courts_t_time_Page Submit,courts_t_time_Click Count,Q-InLawDist,Q-CloseFriendDist,Q-Social Distance 3,Q-ReElection,Q-AttentionCheck,Q-Manipulation Check,Event1_Prob_Post_1...59,Event2_Prob_Post_1...60,Event3_Prob_Post_1...61,Event4_Prob_Post_1...62,Event1_Prob_Post_1...63,Event2_Prob_Post_1...64,Event3_Prob_Post_1...65,Event4_Prob_Post_1...66,Event1_Prob_Post_1...67,Event2_Prob_Post_1...68,Event3_Prob_Post_1...69,Event4_Prob_Post_1...70,ParticipantId,assignmentId,projectId,Market_Price_m_kxcpi-26apr,Market_Price_m_kxpayrolls-26apr,Market_Price_m_controls-2026,Market_Price_m_kxiceero-26mar,Market_Price_m_kxpayrolls-26may,order_first,Treat_Party,Treat_Frame,InParty,OutParty,InPartyNoun,OutPartyNoun,GovParty,GovPartyNoun,frame_topic,Treatment,StartTime (America/Denver),CompletionTime (America/Denver),CompletionType,CompletionCode,Payment,Bonus,Fees,Status,QueryString,Age,Education,Sex,Occupation Field,Relationship/Marital Status,Political Party,Ethnicity,Gender,Country Of Residence,Household Income,Race,Employment Status
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Manipulating geographic boundaries of election districts,10,90,Very important,50,100,30,50,64,Yes,No,NA,NA,NA,NA,0,0,17.647,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncomfortable,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Neither likely nor unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,54,25,30,75,C86D004CC085408183E13F432E9F9E07,019dfa4e-4770-797b-a9c8-593865c4176c,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,NA,OW,InParty,Democracy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,redistrict,3,05/05/2026 04:42:07 PM,05/05/2026 04:50:12 PM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,66,"Bachelor's degree (for example: BA, AB, BS)",Female,Other,Divorced,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$70,000-$79,999",White,Business Owner
"Yes, I consent to participate.",Independent,NA,NA,Neither,Manipulating geographic boundaries of election districts,50,50,Neither important nor unimportant,80,0,50,50,64,No,No,NA,NA,NA,NA,0,0,34.355,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither likely nor unlikely,Not specified,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,NA,NA,NA,NA,50,0,50,70,320E7FFD9DED49CABBC1D9C79A65FC13,019dfa4d-2d28-7e9b-b1eb-f1c91c72f6c4,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,NA,Mehlhaff,InParty,Democracy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,redistrict,3,05/05/2026 04:40:55 PM,05/05/2026 04:50:44 PM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,53,"Some college, but no degree",Female,Business Management & Administration,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$60,000-$69,999",An ethnicity not listed here,Business Owner
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Manipulating geographic boundaries of election districts,14,67,Very important,67,34,15,22,64,No,No,NA,NA,NA,NA,17.093,51.822,53.065,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Somewhat uncomfortable,Very unlikely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,NA,NA,NA,NA,67,34,16,14,66069B9E28EE4DA69951BD77656028ED,019dfa4f-9690-704b-aca2-933ae52629b2,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,NA,OW,OutParty,Electoral,Democratic,Republican,Democrat,Republican,Republican,Republican,redistrict,3,05/05/2026 04:43:33 PM,05/05/2026 04:51:10 PM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,38,High school graduate - high school diploma or the equivalent (for example: GED),Male,Other,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$20,000-$29,999",Black or African American,Student
"Yes, I consent to participate.",Independent,NA,NA,Neither,Banning political rallies,0,0,Very important,84,16,5,16,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,28.096,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Comfortable,Comfortable,Comfortable,Unlikely,Democrat,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,NA,NA,NA,NA,84,50,16,16,4C81EAACF45F43F4A1E2AE4B332C10D9,019dfa50-5746-7fa0-922b-aafbd27fbc0e,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,NA,0.565,0.895,NA,OW,InParty,Policy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,rallies,3,05/05/2026 04:44:22 PM,05/05/2026 04:50:58 PM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,60,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Finance,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$40,000-$49,999",White,Full-time
"Yes, I consent to participate.",Republican,NA,Strong,NA,Manipulating geographic boundaries of election districts,86,18,Important,40,29,52,49,64,No,No,NA,NA,NA,NA,1.461,50.109,59.888,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Somewhat uncomfortable,Somewhat likely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,46,35,52,66,NA,NA,NA,NA,6229CAB9B37748198D6BE87AA745B14F,019dfa4e-78d4-7a64-b888-2358972d73b6,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,NA,OW,InParty,Electoral,Republican,Democratic,Republican,Democrat,Republican,Republican,redistrict,1,05/05/2026 04:42:19 PM,05/05/2026 04:51:09 PM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,38,"Bachelor's degree (for example: BA, AB, BS)",Female,Education & Training,Married,Republican,"Yes, Mexican, Mexican Am., Chicano",Woman,United States,"$60,000-$69,999",American Indian or Alaska Native,Full-time
"Yes, I consent to participate.",Other party (please specify),no party affiliation,NA,Neither,Restructuring the state’s highest court to favor the party in power,50,50,Very important,55,30,40,70,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.137,78.137,105.089,1,Comfortable,Comfortable,Comfortable,Unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,55,45,55,90,57E36216DC434ED79E6DD87D7B6ACD6B,019dfa4d-ed55-7530-8e52-920fa5f5cc5d,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,NA,Mehlhaff,InParty,Electoral,Republican,Democratic,Republican,Democrat,Republican,Republican,courts,2,05/05/2026 04:41:44 PM,05/05/2026 04:51:27 PM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,62,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Retail,Divorced,Something else,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$10,000-$19,999",White,Part-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Manipulating geographic boundaries of election districts,15,65,Important,62,42,31,50,64,Yes,No,NA,NA,NA,NA,3.341,31.525,35.855,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Comfortable,Neither comfortable nor uncomfortable,Somewhat likely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,60,36,36,96,72B84170E1174D25838CDF6F31856754,019dfa51-69ea-7dda-a925-20c779ac904a,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,NA,Mehlhaff,InParty,Electoral,Democratic,Republican,Democrat,Republican,Democratic,Democrat,redistrict,3,05/05/2026 04:45:32 PM,05/05/2026 04:51:23 PM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,35,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Education & Training,Married,Democrat,"Yes, Mexican, Mexican Am., Chicano",Man,United States,"$125,000-$149,999",White,Full-time
"Yes, I consent to participate.",Republican,NA,Not very strong,NA,Directing law enforcement to investigate politicians of the opposing party,78,29,Very important,67,7,70,63,64,Unsure,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very comfortable,Very Comfortable,Very comfortable,Neither likely nor unlikely,Not specified,The governor took action in an effort to reshape democratic norms and institutions.,78,2,54,54,NA,NA,NA,NA,NA,NA,NA,NA,CBB7398F07EE47BDA8C16A7E6757A0FB,019dfa52-0dfc-7e64-87a6-a97acbc2215a,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,NA,Mehlhaff,Control,Control,Republican,Democratic,Republican,Democrat,NA,NA,investigate,0,05/05/2026 04:46:14 PM,05/05/2026 04:51:23 PM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,60,"Bachelor's degree (for example: BA, AB, BS)",Female,Education & Training,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$100,000-$124,999",White,Part-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Directing law enforcement to investigate politicians of the opposing party,20,75,Very important,30,20,50,65,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.514,38.114,60.027,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat comfortable,Somewhat comfortable,Very comfortable,Unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,30,20,50,68,NA,NA,NA,NA,NA,NA,NA,NA,9E7AE783B5504B749B7823786A02B7BC,019dfa4e-479a-7085-a89d-bfc6e415149a,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,NA,OW,InParty,Democracy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,investigate,0,05/05/2026 04:42:07 PM,05/05/2026 04:51:29 PM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,71,"Some college, but no degree",Male,Retired,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$40,000-$49,999",White,Retired
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Prosecuting journalists for unfair news coverage,11,89,Very important,53,35,48,41,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.787,25.046,27,4,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat uncomfortable,Comfortable,Very comfortable,Somewhat unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,53,44,47,59,NA,NA,NA,NA,42272CB8B3484BB0BE4EE532F04F5E64,019dfa52-2740-78e6-bc7f-fa98a2cf8c50,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,NA,Mehlhaff,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,media,1,05/05/2026 04:46:21 PM,05/05/2026 04:51:38 PM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,23,"Bachelor's degree (for example: BA, AB, BS)",Female,NA,Married,Independent,"Yes, Puerto Rican",Woman,United States,"$200,000-$224,999",White,"Not in paid work (e.g., homemaker, disabled)"
"Yes, I consent to participate.",Independent,NA,NA,Closer to Democratic Party,Restructuring the state’s highest court to favor the party in power,39,44,Very important,80,20,50,60,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,19.067,0,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,75,20,50,77,2B0A2D3AAE8C4F3ABCEACA1EDEB20212,019dfa51-b488-7eed-9f1d-100b8b5db1a6,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,NA,OW,InParty,Policy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,courts,3,05/05/2026 04:45:51 PM,05/05/2026 04:51:31 PM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,29,"Bachelor's degree (for example: BA, AB, BS)",Female,NA,Single,Something else,"Yes, another Hispanic, Latino, or Spanish origin – (for example, Salvadoran, Dominican, Colombian, Guatemalan, Spaniard, Ecuadorian, etc.)",Woman,United States,"$60,000-$69,999",An ethnicity not listed here,NA
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Restructuring the state’s highest court to favor the party in power,0,100,Very important,50,25,30,70,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,16.139,0,Very uncomfortable,Very uncomfortable,Uncomfortable,Very unlikely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,50,30,30,70,NA,NA,NA,NA,NA,NA,NA,NA,30BFDA23BC814282A5225E278C261A20,019dfa52-f3d4-720e-bc30-70391f772148,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,NA,OW,OutParty,Democracy,Democratic,Republican,Democrat,Republican,Republican,Republican,courts,0,05/05/2026 04:47:13 PM,05/05/2026 04:51:31 PM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,69,"Bachelor's degree (for example: BA, AB, BS)",Female,Retail,In a civil union/partnership,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$125,000-$149,999",White,Part-time
"Yes, I consent to participate.",No preference,NA,NA,Neither,Prosecuting journalists for unfair news coverage,50,50,Neither important nor unimportant,50,75,80,81,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,143.56,0,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Very unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,55,48,73,70,DCBD2BD1924E4792884B8237F1FF5BF9,019dfa4d-c9cd-7251-82e8-d1b6d50bb159,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,NA,Mehlhaff,OutParty,Policy,Republican,Democratic,Republican,Democrat,Democratic,Democrat,media,2,05/05/2026 04:41:35 PM,05/05/2026 04:51:32 PM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,26,"Some college, but no degree",Male,Other,NA,Something else,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$10,000-$19,999",Black or African American,"Not in paid work (e.g., homemaker, disabled)"
"Yes, I consent to participate.",Democrat,NA,Not very strong,NA,Restructuring the state’s highest court to favor the party in power,50,60,Somewhat important,84,0,88,76,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,32.924,0,Comfortable,Comfortable,Comfortable,Neither likely nor unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,88,0,84,87,NA,NA,NA,NA,NA,NA,NA,NA,5410CF47DFE540F1A3C62B540E9F54EE,019dfa51-7ae8-760f-8aaf-2ed04983424b,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,NA,OW,InParty,Electoral,Democratic,Republican,Democrat,Republican,Democratic,Democrat,courts,0,05/05/2026 04:45:37 PM,05/05/2026 04:51:33 PM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,53,"Bachelor's degree (for example: BA, AB, BS)",Female,Retail,Divorced,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$70,000-$79,999",Black or African American,Full-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Restructuring the state’s highest court to favor the party in power,50,80,Important,50,80,50,60,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.24,5.791,6.561,4,Comfortable,Comfortable,Somewhat comfortable,Neither likely nor unlikely,Republican,The governor took action to pursue a specific policy outcome.,50,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA,8897A638DE2D4BC6BBDEDBF2823AA844,019dfa54-2592-7c08-bbc5-d1c822947283,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,NA,Mehlhaff,OutParty,Democracy,Democratic,Republican,Democrat,Republican,Republican,Republican,courts,0,05/05/2026 04:48:31 PM,05/05/2026 04:52:03 PM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,35,High school graduate - high school diploma or the equivalent (for example: GED),Female,Information Technology,Married,Democrat,"Yes, Mexican, Mexican Am., Chicano",Woman,United States,"$60,000-$69,999",An ethnicity not listed here,Part-time
"Yes, I consent to participate.",Independent,NA,NA,Closer to Democratic Party,Manipulating geographic boundaries of election districts,35,70,Very important,77,28,41,34,64,No,No,NA,NA,NA,NA,3.096,22.349,23.619,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Somewhat unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,73,34,34,36,NA,NA,NA,NA,9DDE61EA6FD84A6CA2D189A3B5AA2C59,019dfa53-7f31-79e9-91ce-7313a48eea5f,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,NA,Mehlhaff,InParty,Policy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,redistrict,1,05/05/2026 04:47:49 PM,05/05/2026 04:52:05 PM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,66,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Retired,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$125,000-$149,999",White,Retired
"Yes, I consent to participate.",Independent,NA,NA,Neither,Restructuring the state’s highest court to favor the party in power,50,50,Very important,80,50,100,74,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,39.531,0,NA,NA,NA,NA,Very comfortable,Very Comfortable,Very comfortable,Likely,Not specified,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,80,50,100,75,NA,NA,NA,NA,01772A2C4BC7496D84D06D1CA52F7053,019dfa52-59ab-7619-9ab1-e034e19dafac,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,NA,Mehlhaff,Control,Control,Republican,Democratic,Republican,Democrat,NA,NA,courts,1,05/05/2026 04:46:34 PM,05/05/2026 04:52:56 PM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,30,"Some college, but no degree",Male,Architecture and Construction,In a relationship,Something else,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$30,000-$39,999",Black or African American,Full-time
"Yes, I consent to participate.",Independent,NA,NA,Closer to Republican Party,Restructuring the state’s highest court to favor the party in power,90,10,Important,50,90,70,85,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,71.5,0,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Very unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,76,56,70,90,NA,NA,NA,NA,74163949571A4A0B94691DA60FB2F060,019dfa4e-0a79-730a-97c8-3f0af3c6176f,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,NA,Mehlhaff,OutParty,Policy,Republican,Democratic,Republican,Democrat,Democratic,Democrat,courts,1,05/05/2026 04:41:51 PM,05/05/2026 04:53:11 PM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,57,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Arts,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,Prefer not to say,Black or African American,Part-time
"Yes, I consent to participate.",Republican,NA,Strong,NA,Manipulating geographic boundaries of election districts,60,9,Very important,50,60,54,50,64,Yes,No,NA,NA,NA,NA,0,0,26.269,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncomfortable,Neither comfortable nor uncomfortable,Somewhat comfortable,Very unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,51,55,52,45,861B6EF57A784130BB075C7D607E810E,019dfa4e-992e-71de-8ae6-ec855763ea64,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,NA,OW,OutParty,Electoral,Republican,Democratic,Republican,Democrat,Democratic,Democrat,redistrict,3,05/05/2026 04:42:28 PM,05/05/2026 04:53:12 PM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,64,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Education & Training,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$90,000-$99,999",White,Full-time
"Yes, I consent to participate.",Independent,NA,NA,Neither,Restructuring the state’s highest court to favor the party in power,8,8,Neither important nor unimportant,50,2,18,10,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,20.444,0,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Very unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,51,43,40,77,NA,NA,NA,NA,3B46B43121BD4ABCB08286BFB72E80A8,019dfa53-951c-751e-9447-bc44e9183495,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,NA,OW,OutParty,Democracy,Democratic,Republican,Democrat,Republican,Republican,Republican,courts,1,05/05/2026 04:47:54 PM,05/05/2026 04:53:30 PM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,48,Less than a high school diploma,Male,Other,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"Less than $10,000",An ethnicity not listed here,Unemployed
"Yes, I consent to participate.",Independent,NA,NA,Closer to Democratic Party,Manipulating geographic boundaries of election districts,0,50,Very important,81,82,9,7,64,Yes,No,NA,NA,NA,NA,25.051,25.051,25.633,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncomfortable,Uncomfortable,Somewhat uncomfortable,Very unlikely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,81,3,7,30,NA,NA,NA,NA,NA,NA,NA,NA,03204146D04547308EC69CEDD44A37F9,019dfa55-3e6f-7244-80e1-7d6578e66869,019de1ab-afed-72b0-99bf-23a6aa89592d,0.545,0.475,0.565,0.895,NA,Mehlhaff,OutParty,Electoral,Democratic,Republican,Democrat,Republican,Republican,Republican,redistrict,0,05/05/2026 04:49:43 PM,05/05/2026 04:53:59 PM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,71,"Bachelor's degree (for example: BA, AB, BS)",Female,Marketing and Sales,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,Prefer not to say,White,Part-time
