Introduction/Consent,Q-PartyAffiliation,Q-PartyAffiliation_4_TEXT,Q-PolarAffiliation,Q-MiddleAffiliation,Prior_awareness,Prior_participation,Q-DemThreat,Q-FeelingTherm_1,Q-FeelingTherm_2,Q-AffPolarization,Event1_Prob_Pre_1,Event2_Prob_Pre_1,Event3_Prob_Pre_1,Event4_Prob_Pre_1,Attention Check_1,Q-InLawDist,Q-CloseFriendDist,Q-Social Distance 3,Q-ReElection,Q-AttentionCheck,Q-Manipulation Check,Event1_Prob_Post_1...40,Event2_Prob_Post_1...41,Event3_Prob_Post_1...42,Event4_Prob_Post_1...43,Event1_Prob_Post_1...44,Event2_Prob_Post_1...45,Event3_Prob_Post_1...46,Event4_Prob_Post_1...47,Event1_Prob_Post_1...48,Event2_Prob_Post_1...49,Event3_Prob_Post_1...50,Event4_Prob_Post_1...51,ParticipantId,assignmentId,projectId,Market_Price_m_kxusdebtmon-26may01,Market_Price_m_kxpayrolls-26apr,Market_Price_m_controls-2026,Market_Price_m_kxdhsfund,order_first,Treat_Party,Treat_Frame,InParty,OutParty,InPartyNoun,OutPartyNoun,GovParty,GovPartyNoun,frame_topic,Treatment,Age,Education,Sex,Occupation Field,Relationship/Marital Status,Political Party,Ethnicity,Gender,Country Of Residence,Household Income,Race,Employment Status
"Yes, I consent to participate.",Independent,NA,NA,Neither,Yes,No,Banning political rallies,60,36,Somewhat important,61,14,30,56,64,Uncomfortable,Somewhat comfortable,Somewhat comfortable,Very unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,100,47,56,90,NA,NA,NA,NA,C050CE9B02D347248295B26785D791DF,019de99a-a71c-7a96-b5c6-a26fe362f0d1,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,InParty,Electoral,Republican,Democratic,Republican,Democrat,Republican,Republican,rallies,1,37,"Bachelor's degree (for example: BA, AB, BS)",Male,Business Management & Administration,I’d Rather Not Say,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$100,000-$124,999",Black or African American,Part-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Yes,No,Prosecuting journalists for unfair news coverage,20,81,Very important,92,80,55,82,64,Somewhat comfortable,Comfortable,Comfortable,Very unlikely,Republican,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,100,80,55,100,NA,NA,NA,NA,40CD4611E82745598CBF0E885544D01E,019de9a5-7607-7e47-b7e7-15387b0ac319,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.475,0.505,0.995,Mehlhaff,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,media,2,71,"Professional degree (for example: MD, DDS, DVM, LLB, JD)",Male,Retired,Divorced,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$100,000-$124,999",White,Retired
"Yes, I consent to participate.",Democrat,NA,Strong,NA,No,No,Prosecuting journalists for unfair news coverage,0,90,Very important,80,50,30,80,64,Neither comfortable nor uncomfortable,Somewhat comfortable,Neither comfortable nor uncomfortable,Neither likely nor unlikely,Not specified,The governor took action to pursue a specific policy outcome.,80,50,30,80,NA,NA,NA,NA,NA,NA,NA,NA,870FB7B0CA73406EA65982559BC7ACB4,019de9a2-e58b-7756-8acd-355f57ee2507,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.475,0.505,0.995,Mehlhaff,Control,Democracy,Democratic,Republican,Democrat,Republican,NA,NA,media,0,67,"Bachelor's degree (for example: BA, AB, BS)",Male,Education & Training,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$80,000-$89,999",Black or African American,Full-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Unsure,No,Manipulating geographic boundaries of election districts,0,75,Very important,40,36,20,45,64,Somewhat uncomfortable,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Neither likely nor unlikely,Not specified,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,98,40,35,90,NA,NA,NA,NA,B6090CF5C59A4B6DA756114F5EC2352C,019de9a5-2e46-7a91-9b51-291197174af0,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.475,0.505,0.995,OW,InParty,Electoral,Democratic,Republican,Democrat,Republican,Democratic,Democrat,redistrict,3,46,"Bachelor's degree (for example: BA, AB, BS)",Female,Social Sciences,Divorced,Democrat,"Yes, Mexican, Mexican Am., Chicano",Woman,United States,"$30,000-$39,999",White,Part-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Yes,No,Directing law enforcement to investigate politicians of the opposing party,6,95,Very important,73,44,50,72,64,Very uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Neither likely nor unlikely,Democrat,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,100,42,51,61,NA,NA,NA,NA,76A6A31DA16F423A8B9D9D63791511B2,019de9a7-39e2-7d83-9ea0-2d9cb7bc31b9,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.475,0.505,0.995,Mehlhaff,InParty,Democracy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,investigate,2,43,"Bachelor's degree (for example: BA, AB, BS)",Female,Finance,Married,Democrat,"Yes, another Hispanic, Latino, or Spanish origin – (for example, Salvadoran, Dominican, Colombian, Guatemalan, Spaniard, Ecuadorian, etc.)",Woman,United States,"$125,000-$149,999",White,Full-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Yes,No,Restructuring the state’s highest court to favor the party in power,25,85,Very important,12,95,55,75,64,Uncomfortable,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Likely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,100,47,50,98,NA,NA,NA,NA,3F2E43A730E14FA6A0419511B570C8CA,019de9a0-815d-7c1f-99ce-c5592b505851,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.475,0.505,0.995,Mehlhaff,InParty,Electoral,Democratic,Republican,Democrat,Republican,Democratic,Democrat,courts,1,43,"Associate degree (for example: AA, AS)",Female,Manufacturing,In a relationship,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$50,000-$59,999",Black or African American,Full-time
"Yes, I consent to participate.",Republican,NA,Strong,NA,Yes,Yes,Manipulating geographic boundaries of election districts,64,75,Neither important nor unimportant,62,64,64,71,64,Somewhat comfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither likely nor unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,67,63,68,67,NA,NA,NA,NA,NA,NA,NA,NA,53D048147D974F259312A2BD27A32ABB,019de9a0-71c2-7059-9d31-a7662d7aea2b,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.475,0.505,0.995,OW,OutParty,Electoral,Republican,Democratic,Republican,Democrat,Democratic,Democrat,redistrict,0,72,"Bachelor's degree (for example: BA, AB, BS)",Male,Manufacturing,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$60,000-$69,999",White,Full-time
"Yes, I consent to participate.",Republican,NA,Not Very Strong,NA,No,No,Restructuring the state’s highest court to favor the party in power,73,34,Very important,71,5,30,84,64,Very comfortable,Very Comfortable,Very comfortable,Likely,Democrat,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,100,0,0,100,NA,NA,NA,NA,DAB1072AF9F548579D685778FFF62520,019de9a0-19f5-764c-8639-0bec98930bd6,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,Control,Democracy,Republican,Democratic,Republican,Democrat,NA,NA,courts,1,62,"Bachelor's degree (for example: BA, AB, BS)",Female,Information Technology,Divorced,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$90,000-$99,999",White,Full-time
"Yes, I consent to participate.",No preference,NA,NA,Neither,Yes,Yes,Manipulating geographic boundaries of election districts,70,70,Important,77,11,61,65,64,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither likely nor unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,100,48,50,100,NA,NA,NA,NA,5BE3BD0F99B34C518735CD7E076A7339,019de9a6-8b8d-72b2-bfb3-14f72ff2ca4b,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.475,0.505,0.995,OW,OutParty,Democracy,Republican,Democratic,Republican,Democrat,Democratic,Democrat,redistrict,2,23,"Some college, but no degree",Male,Education & Training,Single,Prefer not to say,"Yes, Cuban",Man,United States,Prefer not to say,An ethnicity not listed here,Part-time
"Yes, I consent to participate.",Republican,NA,Strong,NA,No,No,Manipulating geographic boundaries of election districts,90,10,Very important,0,50,75,100,64,Neither comfortable nor uncomfortable,Comfortable,Neither comfortable nor uncomfortable,Very unlikely,Democrat,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,0,80,90,100,NA,NA,NA,NA,8ACA60070AC94E9AA3C66F555D375A0F,019de9a5-92e9-7912-96da-8ae9a42c9c54,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.475,0.505,0.995,OW,OutParty,Democracy,Republican,Democratic,Republican,Democrat,Democratic,Democrat,redistrict,1,34,"Associate degree (for example: AA, AS)",Female,Information Technology,Married,Republican,"Yes, another Hispanic, Latino, or Spanish origin – (for example, Salvadoran, Dominican, Colombian, Guatemalan, Spaniard, Ecuadorian, etc.)",Woman,United States,"$125,000-$149,999",An ethnicity not listed here,Full-time
"Yes, I consent to participate.",Republican,NA,Not Very Strong,NA,Yes,No,Manipulating geographic boundaries of election districts,75,25,Very important,95,75,65,90,64,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Likely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,100,47,51,100,NA,NA,NA,NA,6E3A95F858A34971B5FE05904CD940C7,019de998-f6d2-77b3-b97f-248c4a002b11,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,InParty,Electoral,Republican,Democratic,Republican,Democrat,Republican,Republican,redistrict,3,40,"Bachelor's degree (for example: BA, AB, BS)",Female,Business Management & Administration,Married,Prefer not to say,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$150,000-$174,999",An ethnicity not listed here,Full-time
"Yes, I consent to participate.",Independent,NA,NA,Closer to Republican Party,No,No,Banning political rallies,50,0,Very important,9,14,20,50,64,Very uncomfortable,Very uncomfortable,Very uncomfortable,Neither likely nor unlikely,Not specified,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,100,43,16,94,NA,NA,NA,NA,C26E207D61F94497895EF589F2E6CF26,019de99d-fd5d-7eb1-aa77-a26d12d7f757,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.475,0.505,0.995,Mehlhaff,Control,Electoral,Republican,Democratic,Republican,Democrat,NA,NA,rallies,2,30,High school graduate - high school diploma or the equivalent (for example: GED),Male,Architecture and Construction,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$40,000-$49,999",Vietnamese,Full-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,No,No,Restructuring the state’s highest court to favor the party in power,0,100,Very important,60,30,30,60,64,Uncomfortable,Uncomfortable,Uncomfortable,Somewhat likely,Not specified,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,80,40,40,80,NA,NA,NA,NA,B39A3CDC76344510A3954EDB6AD5A86E,019de99e-90bc-7d7b-a010-fe77a6a607d1,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.475,0.505,0.995,Mehlhaff,Control,Democracy,Democratic,Republican,Democrat,Republican,NA,NA,courts,1,78,High school graduate - high school diploma or the equivalent (for example: GED),Female,Retired,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$20,000-$29,999",White,Retired
"Yes, I consent to participate.",Independent,NA,NA,Closer to Democratic Party,Yes,No,Directing law enforcement to investigate politicians of the opposing party,50,50,Very important,95,10,10,50,64,Very comfortable,Very Comfortable,Very comfortable,Neither likely nor unlikely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,95,10,10,50,NA,NA,NA,NA,NA,NA,NA,NA,E5FDA063D4F742C29BE5A7046451FE73,019de9a5-50d1-7eef-b1da-e8d81e25e048,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.475,0.505,0.995,Mehlhaff,Control,Policy,Democratic,Republican,Democrat,Republican,NA,NA,investigate,0,60,"Bachelor's degree (for example: BA, AB, BS)",Male,Other,Divorced,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$10,000-$19,999",White,Student
"Yes, I consent to participate.",Republican,NA,Not Very Strong,NA,Yes,No,Prosecuting journalists for unfair news coverage,50,0,Very important,100,10,75,90,64,Very comfortable,Very Comfortable,Somewhat comfortable,Very unlikely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,100,46,80,90,NA,NA,NA,NA,0870B39E7CB348DBB74699311458D574,019de997-2c2f-7ea2-994a-b49712b4747d,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,InParty,Democracy,Republican,Democratic,Republican,Democrat,Republican,Republican,media,3,30,"Associate degree (for example: AA, AS)",Male,Other,Single,Republican,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$90,000-$99,999",Black or African American,Business Owner
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Yes,No,Directing law enforcement to investigate politicians of the opposing party,0,100,Very important,80,76,0,8,64,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,90,50,0,4,NA,NA,NA,NA,NA,NA,NA,NA,969B226123EE405FB348102D28E2C43C,019de9a8-19c1-749c-a5a4-ca67cef1f096,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.475,0.505,0.995,OW,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,investigate,0,38,"Bachelor's degree (for example: BA, AB, BS)",Male,Information Technology,Single,Democrat,"Yes, Puerto Rican",Man,United States,"$125,000-$149,999",Black or African American,Full-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Yes,No,Restructuring the state’s highest court to favor the party in power,5,93,Very important,92,10,29,50,64,Somewhat uncomfortable,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Somewhat likely,Not specified,The governor took action in an effort to reshape democratic norms and institutions.,93,10,23,50,NA,NA,NA,NA,NA,NA,NA,NA,2A0C5AA02E70471EACA4709168787445,019de9a4-e1cd-7cef-b864-b53a1c209c03,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.475,0.505,0.995,Mehlhaff,Control,Policy,Democratic,Republican,Democrat,Republican,NA,NA,courts,0,38,"Associate degree (for example: AA, AS)",Female,Other,Divorced,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$60,000-$69,999",American Indian or Alaska Native,Full-time
"Yes, I consent to participate.",Independent,NA,NA,Closer to Republican Party,No,No,Restructuring the state’s highest court to favor the party in power,52,45,Very important,100,68,55,100,64,Very comfortable,Very Comfortable,Very comfortable,Neither likely nor unlikely,Not specified,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,100,100,100,100,NA,NA,NA,NA,6FAF0EB192A6460BB1E43595CE3845CC,019de99e-fcb6-7590-a109-4d8797e60d13,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,Control,Electoral,Republican,Democratic,Republican,Democrat,NA,NA,courts,2,78,"Bachelor's degree (for example: BA, AB, BS)",Male,Retired,Widowed,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$20,000-$29,999",White,Retired
"Yes, I consent to participate.",Independent,NA,NA,Neither,Yes,No,Manipulating geographic boundaries of election districts,50,50,Very important,71,40,50,50,64,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither likely nor unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,0,100,100,100,NA,NA,NA,NA,4B0C0D20D6F44AF09A9CA0E802ED0C97,019de9a4-40d4-7d48-a649-08dba341d5e6,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.475,0.505,0.995,Mehlhaff,OutParty,Policy,Republican,Democratic,Republican,Democrat,Democratic,Democrat,redistrict,2,21,High school graduate - high school diploma or the equivalent (for example: GED),Female,Other,In a relationship,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$125,000-$149,999",Black or African American,Full-time
"Yes, I consent to participate.",Independent,NA,NA,Neither,Yes,No,Manipulating geographic boundaries of election districts,45,1,Somewhat important,50,28,50,50,64,Somewhat comfortable,Somewhat comfortable,Somewhat comfortable,Somewhat likely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,0,47,50,100,NA,NA,NA,NA,76F6110EC13F41B4AA553084A36BD4D6,019de9a6-17ad-7153-8f1f-c59096cb9123,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.475,0.505,0.995,Mehlhaff,InParty,Policy,Republican,Democratic,Republican,Democrat,Republican,Republican,redistrict,3,49,High school graduate - high school diploma or the equivalent (for example: GED),Male,Hospitality & Tourism,In a relationship,Independent,"Yes, Mexican, Mexican Am., Chicano",Man,United States,"$100,000-$124,999",American Indian or Alaska Native,Full-time
"Yes, I consent to participate.",Democrat,NA,Not Very Strong,NA,Yes,No,Banning political rallies,20,70,Somewhat important,100,30,18,35,64,Neither comfortable nor uncomfortable,Uncomfortable,Neither comfortable nor uncomfortable,Unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,100,47,50,100,NA,NA,NA,NA,36ACC566B1524011B5D4351AFB9A6B01,019de9a8-ce46-7d4f-9b15-7bcbabfcecfe,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.475,0.505,0.995,OW,Control,Electoral,Democratic,Republican,Democrat,Republican,NA,NA,rallies,2,26,High school graduate - high school diploma or the equivalent (for example: GED),Male,Finance,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$20,000-$29,999",Black or African American,Full-time
"Yes, I consent to participate.",Democrat,NA,Not Very Strong,NA,Yes,Yes,Prosecuting journalists for unfair news coverage,3,76,Important,71,64,30,16,64,Uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Somewhat likely,Not specified,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,60,66,27,25,NA,NA,NA,NA,5FC9FBB1DF884DCABE12B8C8F8664341,019de9a6-6097-77f6-939c-1bbfe81568d3,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.475,0.505,0.995,Mehlhaff,Control,Electoral,Democratic,Republican,Democrat,Republican,NA,NA,media,2,33,"Bachelor's degree (for example: BA, AB, BS)",Male,"Science, Technology, Engineering & Mathematics",Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$50,000-$59,999",Chinese,Full-time
"Yes, I consent to participate.",Independent,NA,NA,Closer to Democratic Party,Yes,No,Restructuring the state’s highest court to favor the party in power,61,87,Somewhat important,61,25,37,60,64,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Somewhat comfortable,Somewhat likely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,98,95,43,94,NA,NA,NA,NA,2604AEDCA66E4E3CB0C6AEF7FE609223,019de9a7-b61d-7381-9408-c86bbec7255a,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.475,0.505,0.995,Mehlhaff,InParty,Electoral,Democratic,Republican,Democrat,Republican,Democratic,Democrat,courts,3,58,"Bachelor's degree (for example: BA, AB, BS)",Female,Information Technology,Divorced,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$50,000-$59,999",Black or African American,Retired
"Yes, I consent to participate.",Republican,NA,Strong,NA,Yes,Yes,Prosecuting journalists for unfair news coverage,94,88,Somewhat important,63,65,71,72,64,Uncomfortable,Somewhat comfortable,Somewhat comfortable,Somewhat likely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,64,70,62,62,NA,NA,NA,NA,F5BEDA0AB67243B68A559AB3B7CA7BA8,019de9a0-1f56-793b-9e9a-f9d9b8c260de,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.475,0.505,0.995,Mehlhaff,InParty,Electoral,Republican,Democratic,Republican,Democrat,Republican,Republican,media,1,40,"Bachelor's degree (for example: BA, AB, BS)",Female,Business Management & Administration,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$60,000-$69,999",Black or African American,Full-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Yes,No,Manipulating geographic boundaries of election districts,0,100,Neither important nor unimportant,61,20,40,19,64,Uncomfortable,Very uncomfortable,Somewhat uncomfortable,Likely,Not specified,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,53,42,37,86,NA,NA,NA,NA,0BEFCC80AF4F430E94FA8EBDB06D6900,019de999-f4f6-7ad8-9bc2-cf5bc29ac817,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.475,0.505,0.995,Mehlhaff,Control,Electoral,Democratic,Republican,Democrat,Republican,NA,NA,redistrict,1,22,"Some college, but no degree",Female,NA,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$30,000-$39,999",Black or African American,"Not in paid work (e.g., homemaker, disabled)"
"Yes, I consent to participate.",Democrat,NA,Not Very Strong,NA,No,No,Manipulating geographic boundaries of election districts,38,87,Very important,64,47,85,41,64,Neither comfortable nor uncomfortable,Somewhat comfortable,Somewhat comfortable,Somewhat likely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,100,94,100,100,NA,NA,NA,NA,AD2AE1531F4542D7977976E8D6CC123A,019de9a4-b3c7-7228-bf4e-a0082fe499e6,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.475,0.505,0.995,Mehlhaff,InParty,Democracy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,redistrict,1,37,"Some college, but no degree",Female,Other,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$50,000-$59,999",Black or African American,Full-time
"Yes, I consent to participate.",Independent,NA,NA,Neither,Yes,No,Restructuring the state’s highest court to favor the party in power,50,50,Neither important nor unimportant,74,76,70,50,64,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither likely nor unlikely,Not specified,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,73,62,61,50,NA,NA,NA,NA,DB8170B7B2A44F9D9E6B3A6154E948D5,019de9a8-657f-73fe-8379-b301122f2abf,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.475,0.505,0.995,OW,OutParty,Electoral,Republican,Democratic,Republican,Democrat,Democratic,Democrat,courts,3,31,"Associate degree (for example: AA, AS)",Female,Information Technology,Married,Something else,"Yes, Mexican, Mexican Am., Chicano",Woman,United States,"$90,000-$99,999",White,Student
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Yes,No,Manipulating geographic boundaries of election districts,0,80,Very important,80,30,60,80,64,Very uncomfortable,Very uncomfortable,Uncomfortable,Very unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,100,59,50,90,NA,NA,NA,NA,1622AF8EE4EE443AA49A981DF47B3F20,019de9a9-2c3e-763a-8b4b-7630baddfc31,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.475,0.505,0.995,Mehlhaff,OutParty,Democracy,Democratic,Republican,Democrat,Republican,Republican,Republican,redistrict,1,62,"Bachelor's degree (for example: BA, AB, BS)",Female,Legal,Divorced,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$175,000-$199,999",White,Full-time
"Yes, I consent to participate.",Democrat,NA,Not Very Strong,NA,Yes,No,Restructuring the state’s highest court to favor the party in power,32,98,Somewhat important,90,0,100,50,64,Neither comfortable nor uncomfortable,Somewhat comfortable,Somewhat uncomfortable,Likely,Not specified,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,92,47,51,100,NA,NA,NA,NA,21CB0CFC3DF442F8BBD6CE5DAE7EDEC5,019de9a8-2b43-7733-bfe5-b3918ec605be,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.475,0.505,0.995,OW,Control,Democracy,Democratic,Republican,Democrat,Republican,NA,NA,courts,2,25,"Bachelor's degree (for example: BA, AB, BS)",Female,Retail,In a relationship,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$100,000-$124,999",Black or African American,Part-time
"Yes, I consent to participate.",Republican,NA,Not Very Strong,NA,Yes,No,Restructuring the state’s highest court to favor the party in power,75,50,Important,90,50,50,50,64,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Likely,Not specified,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,100,47,50,99,NA,NA,NA,NA,7276F172430D4C8D8F2F2C2E131F0FAB,019de9a0-9510-7043-aa3e-4d5106436e93,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.475,0.505,0.995,OW,Control,Policy,Republican,Democratic,Republican,Democrat,NA,NA,courts,1,23,"Bachelor's degree (for example: BA, AB, BS)",Male,Information Technology,Married,Prefer not to say,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$100,000-$124,999",Black or African American,Full-time
"Yes, I consent to participate.",Republican,NA,Not Very Strong,NA,No,No,Prosecuting journalists for unfair news coverage,80,25,Very important,80,20,90,100,64,Very comfortable,Very Comfortable,Very comfortable,Neither likely nor unlikely,Democrat,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,100,20,90,100,NA,NA,NA,NA,8534E43BD6BB4A11B44C4FE602A4909F,019de9a6-dbac-7591-a1e8-effa353f72b2,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.475,0.505,0.995,Mehlhaff,OutParty,Electoral,Republican,Democratic,Republican,Democrat,Democratic,Democrat,media,2,63,"Some college, but no degree",Female,Medicine,Divorced,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$90,000-$99,999",White,Business Owner
"Yes, I consent to participate.",Independent,NA,NA,Closer to Republican Party,Yes,No,Manipulating geographic boundaries of election districts,60,23,Important,35,22,33,64,64,Somewhat comfortable,Somewhat comfortable,Comfortable,Neither likely nor unlikely,Not specified,The governor took action in an effort to reshape democratic norms and institutions.,35,22,32,62,NA,NA,NA,NA,NA,NA,NA,NA,2A9581D4734B4287A79DFF132F731BC5,019de9aa-f0e0-7582-aa07-86d4c68012c1,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.475,0.505,0.995,OW,Control,Electoral,Republican,Democratic,Republican,Democrat,NA,NA,redistrict,0,36,High school graduate - high school diploma or the equivalent (for example: GED),Male,I’d Rather Not Say,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"Less than $10,000",Japanese,Prefer not to say
